course_number,TA_name,TA_year,TA_preference,TA_available
MATH:1005:0331,"59, TA",1,2,1
MATH:1005:0331,"60, TA",1,5,1
MATH:1005:0331,"62, TA",1,2,1
MATH:1005:0331,"64, TA",1,2,0
MATH:1005:0331,"67, TA",1,5,1
MATH:1005:0331,"68, TA",1,2,1
MATH:1005:0331,"70, TA",1,2,1
MATH:1005:0331,"02, TA",3,0,1
MATH:1005:0331,"04, TA",2,0,1
MATH:1005:0331,"06, TA",2,0,1
MATH:1005:0331,"10, TA",3,0,1
MATH:1005:0331,"11, TA",2,0,1
MATH:1005:0331,"12, TA",4,0,1
MATH:1005:0331,"15, TA",2,0,1
MATH:1005:0331,"16, TA",5,0,1
MATH:1005:0331,"19, TA",4,0,1
MATH:1005:0331,"26, TA",2,0,1
MATH:1005:0331,"28, TA",2,0,1
MATH:1005:0331,"31, TA",4,0,1
MATH:1005:0331,"32, TA",6,0,1
MATH:1005:0331,"36, TA",3,0,1
MATH:1005:0331,"37, TA",3,0,1
MATH:1005:0331,"38, TA",6,0,1
MATH:1005:0331,"40, TA",6,0,1
MATH:1005:0331,"41, TA",2,0,1
MATH:1005:0331,"50, TA",2,0,1
MATH:1005:0331,"53, TA",3,0,1
MATH:1005:0331,"61, TA",1,0,1
MATH:1005:0331,"63, TA",1,0,1
MATH:1005:0331,"65, TA",1,0,1
MATH:1005:0331,"69, TA",1,0,1
MATH:1005:0331,"71, TA",1,0,1
MATH:1005:0431,"01, TA",5,2,0
MATH:1005:0431,"03, TA",4,5,1
MATH:1005:0431,"05, TA",3,2,0
MATH:1005:0431,"07, TA",2,5,0
MATH:1005:0431,"13, TA",5,3,0
MATH:1005:0431,"14, TA",2,3,0
MATH:1005:0431,"18, TA",5,2,0
MATH:1005:0431,"20, TA",3,1,1
MATH:1005:0431,"22, TA",2,4,1
MATH:1005:0431,"23, TA",4,3,1
MATH:1005:0431,"27, TA",5,3,1
MATH:1005:0431,"29, TA",2,3,1
MATH:1005:0431,"42, TA",3,1,0
MATH:1005:0431,"43, TA",2,4,0
MATH:1005:0431,"45, TA",3,2,1
MATH:1005:0431,"49, TA",4,3,1
MATH:1005:0431,"52, TA",2,2,1
MATH:1005:0431,"54, TA",1,1,0
MATH:1005:0431,"55, TA",1,1,0
MATH:1005:0431,"56, TA",1,1,1
MATH:1005:0431,"57, TA",1,4,0
MATH:1005:0431,"58, TA",1,1,1
MATH:1005:0431,"59, TA",1,2,1
MATH:1005:0431,"60, TA",1,5,0
MATH:1005:0431,"62, TA",1,2,1
MATH:1005:0431,"64, TA",1,2,0
MATH:1005:0431,"67, TA",1,5,0
MATH:1005:0431,"68, TA",1,2,0
MATH:1005:0431,"70, TA",1,2,1
MATH:1005:0431,"04, TA",2,0,1
MATH:1005:0431,"08, TA",2,0,1
MATH:1005:0431,"16, TA",5,0,1
MATH:1005:0431,"19, TA",4,0,1
MATH:1005:0431,"28, TA",2,0,1
MATH:1005:0431,"31, TA",4,0,1
MATH:1005:0431,"32, TA",6,0,1
MATH:1005:0431,"33, TA",6,0,1
MATH:1005:0431,"34, TA",5,0,1
MATH:1005:0431,"36, TA",3,0,1
MATH:1005:0431,"38, TA",6,0,1
MATH:1005:0431,"48, TA",2,0,1
MATH:1005:0431,"63, TA",1,0,1
MATH:1005:0431,"69, TA",1,0,1
MATH:1005:0433,"01, TA",5,2,1
MATH:1005:0433,"03, TA",4,5,0
MATH:1005:0433,"05, TA",3,2,0
MATH:1005:0433,"07, TA",2,5,0
MATH:1005:0433,"13, TA",5,3,1
MATH:1005:0433,"14, TA",2,3,0
MATH:1005:0433,"18, TA",5,2,1
MATH:1005:0433,"20, TA",3,1,1
MATH:1005:0433,"22, TA",2,4,1
MATH:1005:0433,"23, TA",4,3,1
MATH:1005:0433,"27, TA",5,3,1
MATH:1005:0433,"29, TA",2,3,1
MATH:1005:0433,"42, TA",3,1,1
MATH:1005:0433,"43, TA",2,4,0
MATH:1005:0433,"45, TA",3,2,1
MATH:1005:0433,"49, TA",4,3,1
MATH:1005:0433,"52, TA",2,2,1
MATH:1005:0433,"54, TA",1,1,0
MATH:1005:0433,"55, TA",1,1,0
MATH:1005:0433,"56, TA",1,1,0
MATH:1005:0433,"57, TA",1,4,0
MATH:1005:0433,"58, TA",1,1,0
MATH:1005:0433,"59, TA",1,2,0
MATH:1005:0433,"60, TA",1,5,0
MATH:1005:0433,"62, TA",1,2,0
MATH:1005:0433,"64, TA",1,2,0
MATH:1005:0433,"67, TA",1,5,0
MATH:1005:0433,"68, TA",1,2,0
MATH:1005:0433,"70, TA",1,2,1
MATH:1005:0433,"08, TA",2,0,1
MATH:1005:0433,"12, TA",4,0,1
MATH:1005:0433,"24, TA",5,0,1
MATH:1005:0433,"33, TA",6,0,1
MATH:1005:0433,"34, TA",5,0,1
MATH:1005:0433,"36, TA",3,0,1
MATH:1005:0433,"37, TA",3,0,1
MATH:1005:0433,"38, TA",6,0,1
MATH:1005:0433,"40, TA",6,0,1
MATH:1005:0433,"44, TA (2)",3,0,1
MATH:1005:0433,"47, TA",2,0,1
MATH:1005:0433,"48, TA",2,0,1
MATH:1005:0433,"51, TA",3,0,1
MATH:1005:0433,"53, TA",3,0,1
MATH:1005:0433,"61, TA",1,0,1
MATH:1005:0433,"63, TA",1,0,1
MATH:1005:0433,"69, TA",1,0,1
MATH:1005:0632,"01, TA",5,2,1
MATH:1005:0632,"03, TA",4,5,0
MATH:1005:0632,"05, TA",3,2,0
MATH:1005:0632,"07, TA",2,5,0
MATH:1005:0632,"13, TA",5,3,1
MATH:1005:0632,"14, TA",2,3,0
MATH:1005:0632,"18, TA",5,2,1
MATH:1005:0632,"20, TA",3,1,0
MATH:1005:0632,"22, TA",2,4,0
MATH:1005:0632,"23, TA",4,3,1
MATH:1005:0632,"27, TA",5,3,1
MATH:1005:0632,"29, TA",2,3,0
MATH:1005:0632,"42, TA",3,1,0
MATH:1005:0632,"43, TA",2,4,0
MATH:1005:0632,"45, TA",3,2,0
MATH:1005:0632,"49, TA",4,3,0
MATH:1005:0632,"52, TA",2,2,0
MATH:1005:0632,"54, TA",1,1,0
MATH:1005:0632,"55, TA",1,1,0
MATH:1005:0632,"56, TA",1,1,0
MATH:1005:0632,"57, TA",1,4,0
MATH:1005:0632,"58, TA",1,1,0
MATH:1005:0632,"59, TA",1,2,0
MATH:1005:0632,"60, TA",1,5,0
MATH:1005:0632,"62, TA",1,2,0
MATH:1005:0632,"64, TA",1,2,0
MATH:1005:0632,"67, TA",1,5,0
MATH:1005:0632,"68, TA",1,2,0
MATH:1005:0632,"70, TA",1,2,0
MATH:1005:0632,"02, TA",3,0,1
MATH:1005:0632,"10, TA",3,0,1
MATH:1005:0632,"12, TA",4,0,1
MATH:1005:0632,"19, TA",4,0,1
MATH:1005:0632,"21, TA",3,0,1
MATH:1005:0632,"24, TA",5,0,1
MATH:1005:0632,"33, TA",6,0,1
MATH:1005:0632,"34, TA",5,0,1
MATH:1005:0632,"36, TA",3,0,1
MATH:1005:0632,"37, TA",3,0,1
MATH:1005:0632,"38, TA",6,0,1
MATH:1005:0632,"40, TA",6,0,1
MATH:1005:0632,"44, TA (2)",3,0,1
MATH:1005:0632,"46, TA",2,0,1
MATH:1005:0632,"47, TA",2,0,1
MATH:1005:0632,"51, TA",3,0,1
MATH:1005:0632,"53, TA",3,0,1
MATH:1005:0632,"63, TA",1,0,1
MATH:1005:0632,"69, TA",1,0,1
MATH:1010:0231,"02, TA",3,4,1
MATH:1010:0231,"05, TA",3,5,0
MATH:1010:0231,"17, TA",3,2,0
MATH:1010:0231,"20, TA",3,2,0
MATH:1010:0231,"29, TA",2,5,0
MATH:1010:0231,"32, TA",6,5,1
MATH:1010:0231,"40, TA",6,5,1
MATH:1010:0231,"54, TA",1,3,0
MATH:1010:0231,"56, TA",1,2,0
MATH:1010:0231,"57, TA",1,2,0
MATH:1010:0231,"58, TA",1,4,0
MATH:1010:0231,"62, TA",1,5,0
MATH:1010:0231,"64, TA",1,5,0
MATH:1010:0231,"70, TA",1,3,0
MATH:1010:0231,"01, TA",5,0,1
MATH:1010:0231,"06, TA",2,0,1
MATH:1010:0231,"09, TA",4,0,1
MATH:1010:0231,"10, TA",3,0,1
MATH:1010:0231,"11, TA",2,0,1
MATH:1010:0231,"12, TA",4,0,1
MATH:1010:0231,"13, TA",5,0,1
MATH:1010:0231,"15, TA",2,0,1
MATH:1010:0231,"16, TA",5,0,1
MATH:1010:0231,"18, TA",5,0,1
MATH:1010:0231,"19, TA",4,0,1
MATH:1010:0231,"21, TA",3,0,1
MATH:1010:0231,"23, TA",4,0,1
MATH:1010:0231,"24, TA",5,0,1
MATH:1010:0231,"31, TA",4,0,1
MATH:1010:0231,"33, TA",6,0,1
MATH:1010:0231,"34, TA",5,0,1
MATH:1010:0231,"36, TA",3,0,1
MATH:1010:0231,"37, TA",3,0,1
MATH:1010:0231,"38, TA",6,0,1
MATH:1010:0231,"43, TA",2,0,1
MATH:1010:0231,"44, TA (2)",3,0,1
MATH:1010:0231,"46, TA",2,0,1
MATH:1010:0231,"47, TA",2,0,1
MATH:1010:0231,"51, TA",3,0,1
MATH:1010:0231,"53, TA",3,0,1
MATH:1010:0231,"63, TA",1,0,1
MATH:1010:0231,"69, TA",1,0,1
MATH:1010:0231,TA 39,6,0,1
MATH:1010:0331,"02, TA",3,4,1
MATH:1010:0331,"05, TA",3,5,0
MATH:1010:0331,"17, TA",3,2,0
MATH:1010:0331,"20, TA",3,2,1
MATH:1010:0331,"29, TA",2,5,1
MATH:1010:0331,"32, TA",6,5,1
MATH:1010:0331,"40, TA",6,5,1
MATH:1010:0331,"54, TA",1,3,0
MATH:1010:0331,"56, TA",1,2,0
MATH:1010:0331,"57, TA",1,2,0
MATH:1010:0331,"58, TA",1,4,0
MATH:1010:0331,"62, TA",1,5,0
MATH:1010:0331,"64, TA",1,5,0
MATH:1010:0331,"70, TA",1,3,0
MATH:1010:0331,"01, TA",5,0,1
MATH:1010:0331,"03, TA",4,0,1
MATH:1010:0331,"04, TA",2,0,1
MATH:1010:0331,"06, TA",2,0,1
MATH:1010:0331,"07, TA",2,0,1
MATH:1010:0331,"10, TA",3,0,1
MATH:1010:0331,"11, TA",2,0,1
MATH:1010:0331,"12, TA",4,0,1
MATH:1010:0331,"13, TA",5,0,1
MATH:1010:0331,"15, TA",2,0,1
MATH:1010:0331,"16, TA",5,0,1
MATH:1010:0331,"18, TA",5,0,1
MATH:1010:0331,"22, TA",2,0,1
MATH:1010:0331,"23, TA",4,0,1
MATH:1010:0331,"26, TA",2,0,1
MATH:1010:0331,"28, TA",2,0,1
MATH:1010:0331,"31, TA",4,0,1
MATH:1010:0331,"36, TA",3,0,1
MATH:1010:0331,"37, TA",3,0,1
MATH:1010:0331,"38, TA",6,0,1
MATH:1010:0331,"41, TA",2,0,1
MATH:1010:0331,"42, TA",3,0,1
MATH:1010:0331,"43, TA",2,0,1
MATH:1010:0331,"50, TA",2,0,1
MATH:1010:0331,"52, TA",2,0,1
MATH:1010:0331,"53, TA",3,0,1
MATH:1020:0081,"07, TA",2,2,1
MATH:1020:0081,"08, TA",2,5,1
MATH:1020:0081,"23, TA",4,5,1
MATH:1020:0081,"51, TA",3,5,1
MATH:1020:0081,"54, TA",1,2,1
MATH:1020:0081,"57, TA",1,1,1
MATH:1020:0081,"58, TA",1,3,1
MATH:1020:0081,"59, TA",1,4,1
MATH:1020:0081,"62, TA",1,3,1
MATH:1020:0081,"01, TA",5,0,1
MATH:1020:0081,"02, TA",3,0,1
MATH:1020:0081,"04, TA",2,0,1
MATH:1020:0081,"05, TA",3,0,1
MATH:1020:0081,"06, TA",2,0,1
MATH:1020:0081,"09, TA",4,0,1
MATH:1020:0081,"10, TA",3,0,1
MATH:1020:0081,"11, TA",2,0,1
MATH:1020:0081,"12, TA",4,0,1
MATH:1020:0081,"13, TA",5,0,1
MATH:1020:0081,"14, TA",2,0,1
MATH:1020:0081,"15, TA",2,0,1
MATH:1020:0081,"16, TA",5,0,1
MATH:1020:0081,"17, TA",3,0,1
MATH:1020:0081,"18, TA",5,0,1
MATH:1020:0081,"19, TA",4,0,1
MATH:1020:0081,"20, TA",3,0,1
MATH:1020:0081,"21, TA",3,0,1
MATH:1020:0081,"22, TA",2,0,1
MATH:1020:0081,"24, TA",5,0,1
MATH:1020:0081,"26, TA",2,0,1
MATH:1020:0081,"27, TA",5,0,1
MATH:1020:0081,"28, TA",2,0,1
MATH:1020:0081,"29, TA",2,0,1
MATH:1020:0081,"31, TA",4,0,1
MATH:1020:0081,"32, TA",6,0,1
MATH:1020:0081,"33, TA",6,0,1
MATH:1020:0081,"34, TA",5,0,1
MATH:1020:0081,"37, TA",3,0,1
MATH:1020:0081,"40, TA",6,0,1
MATH:1020:0081,"41, TA",2,0,1
MATH:1020:0081,"42, TA",3,0,1
MATH:1020:0081,"43, TA",2,0,1
MATH:1020:0081,"44, TA (2)",3,0,1
MATH:1020:0081,"45, TA",3,0,1
MATH:1020:0081,"46, TA",2,0,1
MATH:1020:0081,"47, TA",2,0,1
MATH:1020:0081,"48, TA",2,0,1
MATH:1020:0081,"49, TA",4,0,1
MATH:1020:0081,"50, TA",2,0,1
MATH:1020:0081,"52, TA",2,0,1
MATH:1020:0081,"53, TA",3,0,1
MATH:1020:0081,"55, TA",1,0,1
MATH:1020:0081,"56, TA",1,0,1
MATH:1020:0081,"60, TA",1,0,1
MATH:1020:0081,"61, TA",1,0,1
MATH:1020:0081,"63, TA",1,0,1
MATH:1020:0081,"65, TA",1,0,1
MATH:1020:0081,"66, TA",1,0,1
MATH:1020:0081,"67, TA",1,0,1
MATH:1020:0081,"68, TA",1,0,1
MATH:1020:0081,"69, TA",1,0,1
MATH:1020:0081,"70, TA",1,0,1
MATH:1020:0081,"71, TA",1,0,1
MATH:1020:0081,TA 39,6,0,1
MATH:1020:0101,"07, TA",2,2,0
MATH:1020:0101,"08, TA",2,5,0
MATH:1020:0101,"23, TA",4,5,1
MATH:1020:0101,"51, TA",3,5,0
MATH:1020:0101,"54, TA",1,2,0
MATH:1020:0101,"57, TA",1,1,0
MATH:1020:0101,"58, TA",1,3,1
MATH:1020:0101,"59, TA",1,4,1
MATH:1020:0101,"62, TA",1,3,1
MATH:1020:0101,"19, TA",4,0,1
MATH:1020:0101,"27, TA",5,0,1
MATH:1020:0101,"28, TA",2,0,1
MATH:1020:0101,"29, TA",2,0,1
MATH:1020:0101,"32, TA",6,0,1
MATH:1020:0101,"33, TA",6,0,1
MATH:1020:0101,"34, TA",5,0,1
MATH:1020:0101,"56, TA",1,0,1
MATH:1020:0101,"63, TA",1,0,1
MATH:1020:0101,"69, TA",1,0,1
MATH:1020:0101,"70, TA",1,0,1
MATH:1020:0331,"07, TA",2,2,1
MATH:1020:0331,"08, TA",2,5,0
MATH:1020:0331,"23, TA",4,5,1
MATH:1020:0331,"51, TA",3,5,0
MATH:1020:0331,"54, TA",1,2,0
MATH:1020:0331,"57, TA",1,1,0
MATH:1020:0331,"58, TA",1,3,0
MATH:1020:0331,"59, TA",1,4,0
MATH:1020:0331,"62, TA",1,3,0
MATH:1020:0331,"01, TA",5,0,1
MATH:1020:0331,"02, TA",3,0,1
MATH:1020:0331,"03, TA",4,0,1
MATH:1020:0331,"04, TA",2,0,1
MATH:1020:0331,"06, TA",2,0,1
MATH:1020:0331,"10, TA",3,0,1
MATH:1020:0331,"11, TA",2,0,1
MATH:1020:0331,"12, TA",4,0,1
MATH:1020:0331,"13, TA",5,0,1
MATH:1020:0331,"15, TA",2,0,1
MATH:1020:0331,"16, TA",5,0,1
MATH:1020:0331,"18, TA",5,0,1
MATH:1020:0331,"20, TA",3,0,1
MATH:1020:0331,"22, TA",2,0,1
MATH:1020:0331,"26, TA",2,0,1
MATH:1020:0331,"28, TA",2,0,1
MATH:1020:0331,"29, TA",2,0,1
MATH:1020:0331,"31, TA",4,0,1
MATH:1020:0331,"32, TA",6,0,1
MATH:1020:0331,"36, TA",3,0,1
MATH:1020:0331,"37, TA",3,0,1
MATH:1020:0331,"38, TA",6,0,1
MATH:1020:0331,"40, TA",6,0,1
MATH:1020:0331,"41, TA",2,0,1
MATH:1020:0331,"42, TA",3,0,1
MATH:1020:0331,"43, TA",2,0,1
MATH:1020:0331,"50, TA",2,0,1
MATH:1020:0331,"52, TA",2,0,1
MATH:1020:0331,"53, TA",3,0,1
MATH:1020:0631,"07, TA",2,2,1
MATH:1020:0631,"08, TA",2,5,1
MATH:1020:0631,"23, TA",4,5,1
MATH:1020:0631,"51, TA",3,5,1
MATH:1020:0631,"54, TA",1,2,1
MATH:1020:0631,"57, TA",1,1,1
MATH:1020:0631,"58, TA",1,3,1
MATH:1020:0631,"59, TA",1,4,1
MATH:1020:0631,"62, TA",1,3,1
MATH:1020:0631,"02, TA",3,0,1
MATH:1020:0631,"03, TA",4,0,1
MATH:1020:0631,"04, TA",2,0,1
MATH:1020:0631,"06, TA",2,0,1
MATH:1020:0631,"09, TA",4,0,1
MATH:1020:0631,"10, TA",3,0,1
MATH:1020:0631,"11, TA",2,0,1
MATH:1020:0631,"12, TA",4,0,1
MATH:1020:0631,"13, TA",5,0,1
MATH:1020:0631,"14, TA",2,0,1
MATH:1020:0631,"15, TA",2,0,1
MATH:1020:0631,"16, TA",5,0,1
MATH:1020:0631,"17, TA",3,0,1
MATH:1020:0631,"18, TA",5,0,1
MATH:1020:0631,"20, TA",3,0,1
MATH:1020:0631,"21, TA",3,0,1
MATH:1020:0631,"22, TA",2,0,1
MATH:1020:0631,"24, TA",5,0,1
MATH:1020:0631,"25, TA",4,0,1
MATH:1020:0631,"26, TA",2,0,1
MATH:1020:0631,"28, TA",2,0,1
MATH:1020:0631,"29, TA",2,0,1
MATH:1020:0631,"30, TA",4,0,1
MATH:1020:0631,"31, TA",4,0,1
MATH:1020:0631,"32, TA",6,0,1
MATH:1020:0631,"33, TA",6,0,1
MATH:1020:0631,"34, TA",5,0,1
MATH:1020:0631,"35, TA",6,0,1
MATH:1020:0631,"36, TA",3,0,1
MATH:1020:0631,"37, TA",3,0,1
MATH:1020:0631,"38, TA",6,0,1
MATH:1020:0631,"40, TA",6,0,1
MATH:1020:0631,"41, TA",2,0,1
MATH:1020:0631,"42, TA",3,0,1
MATH:1020:0631,"43, TA",2,0,1
MATH:1020:0631,"44, TA (2)",3,0,1
MATH:1020:0631,"45, TA",3,0,1
MATH:1020:0631,"46, TA",2,0,1
MATH:1020:0631,"47, TA",2,0,1
MATH:1020:0631,"48, TA",2,0,1
MATH:1020:0631,"49, TA",4,0,1
MATH:1020:0631,"50, TA",2,0,1
MATH:1020:0631,"52, TA",2,0,1
MATH:1020:0631,"53, TA",3,0,1
MATH:1020:0631,"55, TA",1,0,1
MATH:1020:0631,"56, TA",1,0,1
MATH:1020:0631,"63, TA",1,0,1
MATH:1020:0631,"64, TA",1,0,1
MATH:1020:0631,"65, TA",1,0,1
MATH:1020:0631,"67, TA",1,0,1
MATH:1020:0631,"68, TA",1,0,1
MATH:1020:0631,"69, TA",1,0,1
MATH:1020:0631,"70, TA",1,0,1
MATH:1020:0631,"71, TA",1,0,1
MATH:1020:0631,TA 39,6,0,1
MATH:1350:0A01,"03, TA",4,3,0
MATH:1350:0A01,"06, TA",2,5,1
MATH:1350:0A01,"09, TA",4,5,1
MATH:1350:0A01,"14, TA",2,5,1
MATH:1350:0A01,"23, TA",4,1,1
MATH:1350:0A01,"26, TA",2,2,1
MATH:1350:0A01,"28, TA",2,2,1
MATH:1350:0A01,"31, TA",4,2,1
MATH:1350:0A01,"33, TA",6,1,1
MATH:1350:0A01,"35, TA",6,3,1
MATH:1350:0A01,"43, TA",2,3,1
MATH:1350:0A01,"44, TA (2)",3,5,1
MATH:1350:0A01,"47, TA",2,5,1
MATH:1350:0A01,"49, TA",4,1,1
MATH:1350:0A01,"50, TA",2,3,1
MATH:1350:0A01,"52, TA",2,5,1
MATH:1350:0A01,"01, TA",5,0,1
MATH:1350:0A01,"02, TA",3,0,1
MATH:1350:0A01,"04, TA",2,0,1
MATH:1350:0A01,"05, TA",3,0,1
MATH:1350:0A01,"07, TA",2,0,1
MATH:1350:0A01,"08, TA",2,0,1
MATH:1350:0A01,"10, TA",3,0,1
MATH:1350:0A01,"11, TA",2,0,1
MATH:1350:0A01,"12, TA",4,0,1
MATH:1350:0A01,"13, TA",5,0,1
MATH:1350:0A01,"15, TA",2,0,1
MATH:1350:0A01,"16, TA",5,0,1
MATH:1350:0A01,"17, TA",3,0,1
MATH:1350:0A01,"18, TA",5,0,1
MATH:1350:0A01,"19, TA",4,0,1
MATH:1350:0A01,"20, TA",3,0,1
MATH:1350:0A01,"21, TA",3,0,1
MATH:1350:0A01,"22, TA",2,0,1
MATH:1350:0A01,"24, TA",5,0,1
MATH:1350:0A01,"25, TA",4,0,1
MATH:1350:0A01,"27, TA",5,0,1
MATH:1350:0A01,"29, TA",2,0,1
MATH:1350:0A01,"32, TA",6,0,1
MATH:1350:0A01,"34, TA",5,0,1
MATH:1350:0A01,"36, TA",3,0,1
MATH:1350:0A01,"37, TA",3,0,1
MATH:1350:0A01,"40, TA",6,0,1
MATH:1350:0A01,"41, TA",2,0,1
MATH:1350:0A01,"42, TA",3,0,1
MATH:1350:0A01,"45, TA",3,0,1
MATH:1350:0A01,"46, TA",2,0,1
MATH:1350:0A01,"48, TA",2,0,1
MATH:1350:0A01,"51, TA",3,0,1
MATH:1350:0A01,"53, TA",3,0,1
MATH:1350:0A01,"63, TA",1,0,1
MATH:1350:0A01,"68, TA",1,0,1
MATH:1350:0A01,"69, TA",1,0,1
MATH:1350:0A01,TA 39,6,0,1
MATH:1350:0A02,"03, TA",4,3,1
MATH:1350:0A02,"06, TA",2,5,0
MATH:1350:0A02,"09, TA",4,5,1
MATH:1350:0A02,"14, TA",2,5,0
MATH:1350:0A02,"23, TA",4,1,1
MATH:1350:0A02,"26, TA",2,2,1
MATH:1350:0A02,"28, TA",2,2,0
MATH:1350:0A02,"31, TA",4,2,1
MATH:1350:0A02,"33, TA",6,1,1
MATH:1350:0A02,"35, TA",6,3,1
MATH:1350:0A02,"43, TA",2,3,0
MATH:1350:0A02,"44, TA (2)",3,5,0
MATH:1350:0A02,"47, TA",2,5,0
MATH:1350:0A02,"49, TA",4,1,1
MATH:1350:0A02,"50, TA",2,3,1
MATH:1350:0A02,"52, TA",2,5,1
MATH:1350:0A02,"01, TA",5,0,1
MATH:1350:0A02,"02, TA",3,0,1
MATH:1350:0A02,"04, TA",2,0,1
MATH:1350:0A02,"05, TA",3,0,1
MATH:1350:0A02,"07, TA",2,0,1
MATH:1350:0A02,"10, TA",3,0,1
MATH:1350:0A02,"11, TA",2,0,1
MATH:1350:0A02,"12, TA",4,0,1
MATH:1350:0A02,"13, TA",5,0,1
MATH:1350:0A02,"17, TA",3,0,1
MATH:1350:0A02,"18, TA",5,0,1
MATH:1350:0A02,"19, TA",4,0,1
MATH:1350:0A02,"21, TA",3,0,1
MATH:1350:0A02,"24, TA",5,0,1
MATH:1350:0A02,"25, TA",4,0,1
MATH:1350:0A02,"27, TA",5,0,1
MATH:1350:0A02,"32, TA",6,0,1
MATH:1350:0A02,"34, TA",5,0,1
MATH:1350:0A02,"36, TA",3,0,1
MATH:1350:0A02,"37, TA",3,0,1
MATH:1350:0A02,"38, TA",6,0,1
MATH:1350:0A02,"42, TA",3,0,1
MATH:1350:0A02,"45, TA",3,0,1
MATH:1350:0A02,"51, TA",3,0,1
MATH:1350:0A02,"53, TA",3,0,1
MATH:1350:0A02,"54, TA",1,0,1
MATH:1350:0A02,"55, TA",1,0,1
MATH:1350:0A02,"57, TA",1,0,1
MATH:1350:0A02,"60, TA",1,0,1
MATH:1350:0A02,"61, TA",1,0,1
MATH:1350:0A02,"63, TA",1,0,1
MATH:1350:0A02,"65, TA",1,0,1
MATH:1350:0A02,"66, TA",1,0,1
MATH:1350:0A02,"67, TA",1,0,1
MATH:1350:0A02,"69, TA",1,0,1
MATH:1350:0A02,"71, TA",1,0,1
MATH:1350:0A02,TA 39,6,0,1
MATH:1350:0A03,"03, TA",4,3,1
MATH:1350:0A03,"06, TA",2,5,1
MATH:1350:0A03,"09, TA",4,5,1
MATH:1350:0A03,"14, TA",2,5,1
MATH:1350:0A03,"23, TA",4,1,1
MATH:1350:0A03,"26, TA",2,2,1
MATH:1350:0A03,"28, TA",2,2,1
MATH:1350:0A03,"31, TA",4,2,1
MATH:1350:0A03,"33, TA",6,1,1
MATH:1350:0A03,"35, TA",6,3,1
MATH:1350:0A03,"43, TA",2,3,1
MATH:1350:0A03,"44, TA (2)",3,5,1
MATH:1350:0A03,"47, TA",2,5,1
MATH:1350:0A03,"49, TA",4,1,1
MATH:1350:0A03,"50, TA",2,3,1
MATH:1350:0A03,"52, TA",2,5,1
MATH:1350:0A03,"02, TA",3,0,1
MATH:1350:0A03,"04, TA",2,0,1
MATH:1350:0A03,"07, TA",2,0,1
MATH:1350:0A03,"08, TA",2,0,1
MATH:1350:0A03,"10, TA",3,0,1
MATH:1350:0A03,"11, TA",2,0,1
MATH:1350:0A03,"12, TA",4,0,1
MATH:1350:0A03,"13, TA",5,0,1
MATH:1350:0A03,"15, TA",2,0,1
MATH:1350:0A03,"16, TA",5,0,1
MATH:1350:0A03,"17, TA",3,0,1
MATH:1350:0A03,"18, TA",5,0,1
MATH:1350:0A03,"20, TA",3,0,1
MATH:1350:0A03,"21, TA",3,0,1
MATH:1350:0A03,"22, TA",2,0,1
MATH:1350:0A03,"24, TA",5,0,1
MATH:1350:0A03,"25, TA",4,0,1
MATH:1350:0A03,"29, TA",2,0,1
MATH:1350:0A03,"30, TA",4,0,1
MATH:1350:0A03,"32, TA",6,0,1
MATH:1350:0A03,"34, TA",5,0,1
MATH:1350:0A03,"36, TA",3,0,1
MATH:1350:0A03,"37, TA",3,0,1
MATH:1350:0A03,"38, TA",6,0,1
MATH:1350:0A03,"40, TA",6,0,1
MATH:1350:0A03,"41, TA",2,0,1
MATH:1350:0A03,"42, TA",3,0,1
MATH:1350:0A03,"45, TA",3,0,1
MATH:1350:0A03,"46, TA",2,0,1
MATH:1350:0A03,"48, TA",2,0,1
MATH:1350:0A03,"51, TA",3,0,1
MATH:1350:0A03,"53, TA",3,0,1
MATH:1350:0A03,"54, TA",1,0,1
MATH:1350:0A03,"55, TA",1,0,1
MATH:1350:0A03,"56, TA",1,0,1
MATH:1350:0A03,"57, TA",1,0,1
MATH:1350:0A03,"58, TA",1,0,1
MATH:1350:0A03,"59, TA",1,0,1
MATH:1350:0A03,"62, TA",1,0,1
MATH:1350:0A03,"63, TA",1,0,1
MATH:1350:0A03,"64, TA",1,0,1
MATH:1350:0A03,"65, TA",1,0,1
MATH:1350:0A03,"67, TA",1,0,1
MATH:1350:0A03,"68, TA",1,0,1
MATH:1350:0A03,"69, TA",1,0,1
MATH:1350:0A03,"70, TA",1,0,1
MATH:1350:0A03,"71, TA",1,0,1
MATH:1350:0A03,TA 39,6,0,1
MATH:1350:0A04,"03, TA",4,3,1
MATH:1350:0A04,"06, TA",2,5,0
MATH:1350:0A04,"09, TA",4,5,0
MATH:1350:0A04,"14, TA",2,5,1
MATH:1350:0A04,"23, TA",4,1,1
MATH:1350:0A04,"26, TA",2,2,0
MATH:1350:0A04,"28, TA",2,2,0
MATH:1350:0A04,"31, TA",4,2,0
MATH:1350:0A04,"33, TA",6,1,1
MATH:1350:0A04,"35, TA",6,3,1
MATH:1350:0A04,"43, TA",2,3,0
MATH:1350:0A04,"44, TA (2)",3,5,1
MATH:1350:0A04,"47, TA",2,5,1
MATH:1350:0A04,"49, TA",4,1,1
MATH:1350:0A04,"50, TA",2,3,0
MATH:1350:0A04,"52, TA",2,5,1
